regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Nordrhein_Westfalen,93.0,central_heating,ONE_YEAR_FREE,,False,False,10,3.85,40.0,,1938.0,113712174,,natural_gas_heavy,False,Nordrhein_Westfalen,True,1.0,269.0,1,46.97,Gelsenkirchen,well_kept,normal,negotiable,Westerkappelnerstra&szlig;e,Westerkappelnerstraße,False,1,apartment,45892,3.0,132.0,1.0,3.0,3,True,2,Gelsenkirchen,Resser_Mark,"Das gepflegte Mehrfamilienhaus mit fünf Wohneinheiten ist teilmodernisiert und liegt zentral in dem Stadtteil Resser Mark.
Parkmöglichkeiten direkt vor dem Objekt.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 1385-331-M per WhatsApp an 0172 8877030, per Telegram an LEGWohnen oder per Threema an *LEGCHAT.

Wichtiger Hinweis: Nachdem Sie das Kontaktformular im Portal ausgefüllt und verschickt haben, erhalten Sie von uns innerhalb von 15 Minuten eine E-Mail. 

Bitte folgen Sie dem dort angegebenen Link, um Ihre E-Mail-Adresse und Ihre Angaben zu bestätigen.","- Gegensprecheinrichtung 
- Kabelanschluss UnityMedia
- Keller
- Rauchmelder
- Gemeinschaftsgarten
- Wanne (Fenster)
- Isolierverglasung",42.0,E,,,,Oct19
Sachsen,150.0,central_heating,ONE_YEAR_FREE,,False,True,14,6.32,40.0,809.0,1913.0,109296741,,,False,Sachsen,False,1.0,659.0,11,59.82,Leipzig,,,negotiable,Gro&szlig;e Fleischergasse,Große_Fleischergasse,True,5,maisonette,4109,2.0,101.3,,5.0,2,False,2,Leipzig,Zentrum,"
Der ""Jägerhof Leipzig"" liegt auf der hochfrequentierten Hainstraße in der Leipziger Innenstadt. Dieses Büro- und Wohngebäude ist durch eine sehr gepflegte Passage geprägt. Das Objekt mit Aufzug verfügt über mehrere große lichtdurchflutete Innenhöfe. Ein weiterer Zugang wird über die Große Fleischergasse gewährleistet. Trotz der Innenstadtlage sind die Wohnräume sehr ruhig gelegen.","Diese Maisonette- Wohnung befindet sich im 4. und 5. Obergeschoss des Hauses. In der unteren Ebene befindet sich das Wohnzimmer mit Balkon, die geflieste Küche mit Einbauküche und ein Gäste- WC. In der oberen Ebene befindet sich das Schlafzimmer und das Badezimmer mit Wanne
In den Wohnräumen ist Parkett verlegt.
Die kleine Terrrasse geht in die Große Fleischergasse.",,,,,,May19
Nordrhein_Westfalen,70.0,central_heating,ONE_YEAR_FREE,,False,False,5,3.33,40.0,,,113355423,,gas,True,Nordrhein_Westfalen,False,,250.0,,22.0,Lippe_Kreis,well_kept,normal,no,no_information,,False,1,,32657,1.0,,,,1,False,1,Lippe_Kreis,Lemgo,"Bestehende WG mit insgesamt 4 Zimmern in Lemgo. Betreten wird die WG durch einen langläufigen Flur, auch genutzt als Wohnbereich. Auf dieser Ebene befinden sich eine Küche mit EBK, zwei Bäder (ein Damenbad und ein Herrenbad je mit einer Dusche) und drei Zimmer.

Nr. 3: Kaltmiete 250,-€ zzgl. 70,-€ Nebenkosten
Nr. 4: Kaltmiete 270,-€ zzgl. 100,-€ Nebenkosten","- EBK mit Spülmaschine
- Waschmaschine im Keller
- Kabelanschluss verfügbar
- alle Räume sind mit Laminat verlegt
- helles Zimmer mit Einbauschränken",,,,,,Oct19
Sachsen,140.0,central_heating,,,False,False,10,0.63,,420.0,1995.0,114197368,,gas,False,Sachsen,True,5.0,280.0,59,67.0,Chemnitz,refurbished,sophisticated,,Hainstra&szlig;e,Hainstraße,False,1,,9131,3.0,102.7,4.0,4.0,3,True,3,Chemnitz,Sonnenberg,"Das Objekt wurde Mitte der 90 er Jahre komplett saniert. Die Wohnungen werden individuell vor Einzug dem jetzigen Standard angepasst.
Die Wohnung ist ideal für Pendler oder Studenten","Die Wohnung auf einen Blick:
- schöner Balkon
- Küche mit Fenster und Essplatz
- Bad mit Dusche
- helle Räume",,D,,,,Feb20
Nordrhein_Westfalen,180.0,central_heating,ONE_YEAR_FREE,,False,True,15,3.25,40.0,1143.0,1900.0,115453354,,natural_gas_heavy,False,Nordrhein_Westfalen,True,1.0,963.0,24,122.0,Mönchengladbach,,sophisticated,negotiable,Stadtwaldstra&szlig;e,Stadtwaldstraße,False,6,terraced_flat,41179,4.0,130.7,0.0,3.0,4,True,6,Mönchengladbach,Rheindahlen,"Schöne 4-Zimmer-Wohnung mit Küche/Diele/Bad/Gäste-WC, überdachte Terrasse und großem Garten (Alleinnutzung) im Erdgeschoß eines gepflegten 3 Familienhauses in Mönchengladbach Rheindahlen. Das Bad ist mit Dusche, Eckbadewanne mit Whirlpoolfunktion und WC ausgestattet. Bei den Böden der beiden Schlafzimmer handelt es ich um Parkett, alle anderen sind gefliest. Geheizt wird die Wohnung über eine Gaszentralheizung. Der Energieverbrauch ist aufgrund der sehr dicken Außenwände und gut isolierten Fenster gering. Die Wohnung verfügt über ein verschließbares Kellerabteil. Auf Wunsch kann ein ca. 35qm großer verschließbarer Kellerraum, der bisher als Werkstatt genutzt wurde, dazu gemietet werden.
Die Wohnung ist zum 01.05.2020 frei, komplett unmöbliert (auch ohne Küche) und nicht renoviert. Bei eigener Renovierung kann die Wohnung später auch unrenoviert zurück übergeben werden.","- Parkett- und Fliesenfußboden
- Badezimmer mit Dusche, Eckbadewanne mit Whirlpoolfunktion und WC
- Gäste-WC
- überdachte Terrasse
- Gegensprechanlage
- SAT-TV
- Kellerabteil
- auf Wunsch großer Kellerraum (ehemalig Werkstatt)
- großer Garten",,E,,,,Feb20
Sachsen,110.0,,ONE_YEAR_FREE,,False,False,5,0.0,40.0,325.0,1993.0,102533179,,natural_gas_heavy,False,Sachsen,False,5.0,215.0,,53.6,Chemnitz,well_kept,,,no_information,,False,1,apartment,9127,2.0,99.0,,,2,False,2,Chemnitz,Yorckgebiet,Diese urige 2-Raum-Wohnung mit ca. 54 m² befindet sich im 1.OG eines dreigeschössigen Mehrfamilienhauses in Chemnitz Gablenz. Highlights ist das Tageslichtbad mit Kippfenster und Badewanne.,"* Laminat
* Wanne im Tageslichtbad
* Kellerabteil",,,,90.76,0.2055,Sep18
Nordrhein_Westfalen,80.0,self_contained_central_heating,ONE_YEAR_FREE,,False,False,13,2.0,40.0,405.0,1875.0,84864554,,,False,Nordrhein_Westfalen,False,1.0,325.0,24,64.0,Hagen,well_kept,normal,,Kampstra&szlig;e,Kampstraße,False,2,raised_ground_floor,58095,2.0,360.6,2.0,3.0,2,False,3,Hagen,Mittelstadt,Das Haus befindet sich in einem gepflegten Zustand und wird über eine neuwertige Gas-Etagenheizung beheizt.,"Die Wohnung verteilt sich auf eine Fläche von ca. 64 m².

Sie verfügt über die folgenden Ausstattungsmerkmale:

Badezimmer mit großem Tageslichtfenster und Badewanne.

Eine großzügige Küche mit genügend Platz für einen Essbereich.

Sämtliche Wohn- und Schlafbereiche sind mit hellem Laminat ausgestattet.",,,,,,Feb20
Berlin,121.77,,ONE_YEAR_FREE,,False,True,10,6.06,40.0,568.43,1982.0,113866281,,district_heating,False,Berlin,False,4.0,380.6,33,62.23,Berlin,,,,Ludwig-Renn-Stra&szlig;e,Ludwig-Renn-Straße,True,2,apartment,12679,3.0,114.0,3.0,18.0,3,False,3,Berlin,Marzahn_Marzahn,"In der Wohnung sind noch Renovierungsarbeiten erforderlich. Wenn Sie bereit sind, diese Arbeiten selbst auszuführen, werden wir Sie finanziell dabei unterstützen. So können Sie die Wohnung nach Ihren Wünschen gestalten. 
","Balkon/Loggia, Aufzug ebenerdig, Fernwarmwasserversorgung, Kabelfernsehen, Herd, Fern-/Zentralheizung",66.06,,,,,Oct19
Sachsen_Anhalt,60.0,central_heating,ONE_YEAR_FREE,,False,False,10,3.92,10.0,555.0,2007.0,104701591,1.0,gas,False,Sachsen_Anhalt,False,7.0,405.0,30,86.0,Harz_Kreis,well_kept,normal,,Kramerringstra&szlig;e,Kramerringstraße,False,3,roof_storey,6502,3.0,68.3,3.0,3.0,3,True,4,Harz_Kreis,Neinstedt,"In der Wohnanlage leben wie in einem Mehrgenerationenhaus Familien, Senioren und Bewohner der Neinstedter Stiftungen.","Die schöne helle Dreiraumwohnung im Dachgeschoß ist im Wohn- und Schlafzimmern mit Teppichboden ausgestattet, die Küche weist einen Linoleumbelag auf, das Duschbad ist gefliest und im Flur wurde Laminat verlegt.
Das Kinderzimmer ist recht verwinkelt und mit Dachschrägen versehen. (siehe Grundriß)",90.0,,,90.76,0.2055,Sep18
Rheinland_Pfalz,258.59,,,,True,True,14,4.36,,1958.73,2018.0,105946244,1.0,,True,Rheinland_Pfalz,False,9.0,1503.91,5,136.1,Ludwigshafen_am_Rhein,first_time_use,sophisticated,,Hafenpromenade,Hafenpromenade_,True,8,maisonette,67061,5.0,99.99,,,5,False,6,Ludwigshafen_am_Rhein,Süd,"Das ""LUV"" ist in einer offenen und modernen Bauweise gestaltet und beinhaltet neben 81 wunderschönen Mietwohnungen weitere 10 exklusive Mietwohnungen in den separaten Stadtvillen. Insgesamt stehen Ihnen von den 2- bis 5-Zimmer-Komfortwohnungen mit einem für jeden Wunsch und Geschmack passenden Grundriss zum Erstbezug bereit.
Jede Wohnung verfügt über einen großzügigen Balkon, eine geschützte Loggia oder eine weitläufige (Dach)Terrasse und bietet mit den attraktiven Wohnflächen allerhöchsten Wohnkomfort. Alle Wohnungen sind mit hochwertigen Markeneinbauküchen ausgestattet.
Die unmittelbare Erholungsmöglichkeit garantiert der traumhafte Innenhof, der zum Entspannen und zum Verweilen einlädt. Jedem Bewohner steht ein Tiefgaragenstellplatz zur Verfügung, welcher alle Ansprüche an Sicherheit und Komfort erfüllt.","Ihre großzügige Maisonette-Wohnung ist in allen Wohn- und Schlafräumen mit Parkett und Fußbodenheizung ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben!
Die offene Markenküche mit Einbaugeräten ist komplett ausgestattet und schafft ein ausgesprochen angenehmes Wohnambiente.  Der zusätzliche Abstellraum schafft Platz. Das Highlight der beiden Schlafzimmer ist zweifellos der jeweils direkte Zugang zu den Loggien.  Das elegante Tageslichtbad ist mit Badewanne, Dusche und WC ausgestattet. Das zweite Tageslichbad besticht durch eine Badewanne, Dusche und WC.   Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Die vier Loggien stellen höchste Wohn- und Lebensqualität sicher.  Zu Ihrer Wohnung gehört selbstverständlich auch ein großzügig bemessener Tiefgaragenplatz.",116.23,,,90.76,0.2055,Sep18
Berlin,200.0,central_heating,ONE_YEAR_FREE,,False,False,8,9.82,40.0,1200.0,,107313906,,,True,Berlin,True,,1000.0,16,50.0,Berlin,,,negotiable,cantianstr,cantianstr,False,6,apartment,10437,2.0,,4.0,4.0,2,False,2,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,"BEFRISTETE MIETE (MIN. 3 MONATE) IST AUCH MÖGLICH.

(English below)
Wir vermieten unsere schicke, voll möblierte 2-Raum-Wohnung.
Die Einrichtung behinhaltet:
Wohnzimmer - große Couch mit Hocker und Tischchen, Schränke / Vitrinen, großer Flachbildfernseher, Schreibtisch mit Stuhl,
Schlafzimmer - Bett, Regale, Spiegel;
Badezimmer - Regale, Spiegelschrank;
Küche - Herd und Ofen mit Dunsthaube, Koch- und Essutensilien, Spülmaschine, Waschmaschine, Kühlschrank, Regale;
Flur - Schuhregale, Spiegel.

Es gibt einen Keller und einen ebenerdigen Fahrradraum.

Die Wohnung ist in zentraler doch ruhiger Lage. Die Verkehrsanbindung ist sehr gut, U-Bahn, S-Bahn, Tram & Bus sind in wenigen Minuten zu erreichen. Es gibt ein Kino, viele Bars, Restaurants, Supermärkte, Spätis, Parks, Fitnessstudio und Joggingmöglichkeiten (Sportplatz mit Tartanbahn direkt vor'm Haus) in Fußnähe. Die Wohnung ist sehr zentral im Herzen Prenzlauer Bergs, ist aber (abgesehen vom Vogelgezwitscher im Frühling) sehr ruhig. Der Stadteil Mitte und der Alexanderplatz und Hauptbahnhof sind in rund 10 Minuten zu erreichen.

Die Wohnung verfügt über Internet, Telefon, HD-Kabel-TV, E-Herd, Kühlschrank, Geschirrspüler, Waschmaschine und allem anderen, was du zum Leben brauchst. 

Strom, TV, Internet, GEZ, Versicherung, Heizung - alles inklusive.

Die Wohnung ist nicht WG-geeignet, da das Wohnzimmer ein Durchgangszimmer ist.


***

We sublet our cute, fully furnished 2-room-apartment.
The facility includes::
Living room - big couch with stool and small table, cupboards, big flatscreen TV, desk with chair;
Bedroom - bed, shelfs, mirror;
Bathroom - shelfs, mirrored bathroom cabinet;
Kitchen - stove with oven and exhaust hood, utensils for cooking and eating, dishwasher machine, washing machine, fridge, shelfs;
Hallway - shelfs

power, heating, internet, hd-tv, insurance all inclusive.",,,,,90.76,0.1985,Sep18
Baden_Württemberg,225.0,central_heating,ONE_YEAR_FREE,10.0,False,True,16,5.83,10.0,1375.0,2014.0,87611911,1.0,pellet_heating,True,Baden_Württemberg,True,8.0,1150.0,60,81.43,Stuttgart,mint_condition,sophisticated,no,Paprikstr.,Paprikstr.,True,7,apartment,70619,2.5,80.6,2.0,3.0,2,False,4,Stuttgart,Heumaden,"Die wunderschöne, offen gestaltete Wohnung verfügt über eine gehobene Ausstattung und ist mit einer sehr hochwertigen Einbauküche versehen. Die Wohnung  befindet sich in der 2. Etage von drei. Die Wohnfläche teilt sich dabei auf ein Bad, Schlafzimmer und ein offener Wohn- & Essbereich auf. Durch den offenen Wohn- & Essbereich der an den Balkon anschließt ist die Wohnung sehr hell.","-Parkett, 
-Fliesen, 
-hochwertige Einbauküche, 
-bodenebene Dusche und zusätzlicher Badewanne, 
-Fußbodenheizung, 
-Balkon, 
-Aufzug, 
-Außenjalousien an den Fenstern,
-Kabelanschluss,
-Hausmeisterservice,
-Tiefgaragenstellplatz.",,,,,,May19
Sachsen,165.0,central_heating,ONE_YEAR_FREE,,False,True,17,0.72,40.0,597.0,,115309624,,gas,False,Sachsen,True,,432.0,48,81.0,Chemnitz,refurbished,sophisticated,negotiable,Kanzlerstr.,Kanzlerstr.,False,3,,9112,3.0,113.0,2.0,4.0,3,True,4,Chemnitz,Kaßberg,"Das Objekt ist ein hochwertig saniertes und denkmalgeschütztes Mehrfamilienhaus.
","- hochwertiges Laminat
- helle Fliesen in Küche und Bad
- geräumiges helles Wohnzimmer
- großzügige Küche mit Balkonzugang
- großes Schlafzimmer
- großes Kinderzimmer
- hübsches Bad mit Fenster, Wanne und Waschmaschinenanschluß
- der Flur bietet Platz zum Stellen",,,,,,Feb20
Sachsen,115.0,central_heating,ONE_YEAR_FREE,,False,False,13,0.2,40.0,481.0,1920.0,114882673,,gas,True,Sachsen,False,1.0,366.0,72,56.3,Chemnitz,fully_renovated,,negotiable,Zei&szlig;stra&szlig;e,Zeißstraße_,False,2,apartment,9131,2.0,,,4.0,2,False,2,Chemnitz,Hilbersdorf,"1926.3 -  ERSTBEZUG!!! Diese hochwertig sanierte 2-Raumwonung mit Echtholzboden, neuer Einbauküche und großem Tageslichtbad finden Sie in einem gepflegten Mehrfamilienhaus im schönen Chemnitzer Stadtteil Hilbersdorf...

Energieausweis ist aufgrund Denkmalschutz nicht notwendig!","Bodenbeläge: Parkett in allen Wohnräumen, sowie Flur & Küche / Fliesenboden im Bad
- Flur, von dem Sie alle Räume erreichen können - kein Durchgangszimmer!
- lichtdurchflutetes Wohnzimmer mit offener Küche
- offene Küche mit Fenster und moderner neuen Einbauküche (zzgl. Nutzungsgebühr 30 €/Monat)
- Tageslichtbad mit Wanne & Waschmaschinenanschluss
- gemütliches Schlafzimmer mit Blick ins Grüne
- abschließbares Kellerabteil
- großer Gemeinschaftsgarten mit Wäscheplatz 
- Hausreinigung inkl.",,,,,,Feb20
Nordrhein_Westfalen,158.2,,ONE_YEAR_FREE,10.0,False,False,14,2.81,2.4,728.3,1964.0,114524505,,district_heating,True,Nordrhein_Westfalen,False,2.0,491.0,21,79.09,Recklinghausen_Kreis,fully_renovated,normal,,Pommernstra&szlig;e,Pommernstraße,False,3,apartment,45770,3.0,199.26,3.0,4.0,3,False,3,Recklinghausen_Kreis,Marl,"Das 4-stöckige Wohnhaus wurde 1964 erbaut - In der 3. Etage liegt Ihre neue Wohnung.

Unsere Mieter stehen bei uns an oberster Stelle, daher findet eine regelmäßige Mietersprechstunde in Ihrer Nähe statt.
Ein Hausmeister kümmert sich um die optimale Pflege der Anlage.
Öffentliche Parkplätze stehen Ihnen vor der Tür zur Verfügung.
","Die 3-Zimmer-Wohnung verteilt sich auf großzügige gut 79 m². 

- Laminatboden und Raufasertapete in Wohnräumen 
- Anthrazite Boden- und weiße Wandfliesen in Küche und Bad
- Einbauküche
- Badewanne
- Separates WC
- Gemeinschaftlicher Wasch-/Trockenraum
- Hausmeisterservice
- Mieterservice & Mietersprechstunde
- 24h Service-Center
",79.1,,,,,Feb20
Bayern,70.0,central_heating,ONE_YEAR_FREE,,False,True,10,6.85,40.0,638.0,1648.0,114675307,1.0,oil,True,Bayern,False,1.0,488.0,1,64.0,Schweinfurt_Kreis,mint_condition,sophisticated,,Winzerstr.,Winzerstr.,False,3,ground_floor,97509,2.0,,0.0,2.0,2,False,3,Schweinfurt_Kreis,Kolitzheim,Die Wohnung befindet sich in einem historischen Gebäude. Die Wohnung hat einen eigenen Eingang!!! Die Wohnung kann auch zum 1.2. oder 1.3. angemietet werden.,Die Wohnung ist komplett neu erstellt. Mit sehr schönem neuem Bad. Bad mit Wanne. Ebenso haben wir eine Küche eingebaut mit Backofen und Cerankochfeld.,80.0,,2018.0,,,Feb20
Sachsen,145.38,gas_heating,ONE_YEAR_FREE,,False,False,6,2.47,40.0,599.99,1900.0,111881434,,,False,Sachsen,False,1.0,454.61,29,58.06,Dresden,fully_renovated,,,Malterstr.,Malterstr.,False,3,apartment,1159,2.0,,2.0,,2,False,2,Dresden,Löbtau_Nord,,"- alle Räume neu renoviert in Raufaser weiß- Fußboden Laminat wird neu verlegt- Badezimmer mit Badewanne- eigenes Kellerabteil- geräumige Küche- WG-geeignet",69.38,,,,,Oct19
Nordrhein_Westfalen,252.0,floor_heating,,,True,True,2,2.9,,1293.0,2018.0,101270629,1.0,gas,False,Nordrhein_Westfalen,True,9.0,1041.0,14,90.0,Mettmann_Kreis,first_time_use,sophisticated,negotiable,Linderfeldstra&szlig;e,Linderfeldstraße,True,7,apartment,42579,3.0,,2.0,3.0,3,False,4,Mettmann_Kreis,Heiligenhaus,"Das in zentraler Lage von Heiligenhaus entstehende Ensemble integriert sich behutsam aber selbstbewusst in eine gewachsene Stadtstruktur. 
Die zwei Grundstücke östlich des Rathauses erlauben es durch eine bewusste Akzentuierung der Ecksituation an der Hauptstraße und durch die Erweiterung im Innenbereich an der Linderfeldstraße ein Stück Stadt zu vervollständigen. Der Maßstab des umliegenden Stadtzentrums führte bewusst zu einer Kleinteiligkeit im Erscheinungsbild der Architektur. Die Lage des Grundstücks an der Hauptstraße ermöglichst es, expressive, identitätsstiftende Ansätze für die Ecksituation mit Bezug zur Hauptstraße, dem Rathaus und zur Kirche St. Suibertus, umsetzen. 
Beim Grundstück an der Linderfeldstraße orientieren sich die Gebäude mit der Organisation und Gestaltung der Wohnkonzept zum grünen, parkähnlichen Innenhof.

Die Wohnungszuschnitte sind flexibel und zeitgemäß. Alle Grundrisse sind großzügig gestaltet, beinhalten pro Wohnung mindestens einen Balkon/ eine Terrasse und sind barrierearm.","- durchdacht gestalteter Grundriss mit einem  Balkon in süd-westlicher Ausrichtung
- Wetterfest, elektrische Fensterrollläden
- Parkettboden in den Wohnräumen
- Moderne Fliesen in den Bädern
- Qualitätsarmaturen
- Fußbodenheizung
- Edler Feinsteinboden im Treppenhaus
- Gemeinsamer Fahrradabstellraum
- Aufzugsanlage
Auch in puncto Sicherheit setzen Sie hier auf die richtige Wohnung: 
- Hauseingang mit Videoüberwachung 
- Gegensprechanlagen in jeder Wohnung",,,,90.76,0.1915,Sep18
Sachsen,63.0,self_contained_central_heating,,,False,True,6,1.92,,440.0,1935.0,90147043,,,False,Sachsen,True,1.0,314.0,16,63.0,Chemnitz,refurbished,normal,negotiable,Wartburgstra&szlig;e,Wartburgstraße,False,2,apartment,9126,2.0,,2.0,4.0,2,True,3,Chemnitz,Bernsdorf,ansprechend saniertes Gebäude,"Wohnräume mit Laminat, Balkon von der Küche abgehend, das Bad hat ein Fenster und eine kleine Abstellkammer, Schlafzimmer und Wohnzimmer etwa gleichgroß, deshalb auch sehr gut als WG- Wohnung geeignet,",63.0,,2005.0,90.76,0.2055,Sep18
Nordrhein_Westfalen,100.0,self_contained_central_heating,ONE_YEAR_FREE,,False,False,2,4.86,10.0,,1870.0,111161674,,natural_gas_light,False,Nordrhein_Westfalen,True,1.0,1400.0,20,30.0,Köln,first_time_use_after_refurbishment,,negotiable,Pfeilstra&szlig;e,Pfeilstraße,False,7,,50672,1.0,,1.0,3.0,1,False,1,Köln,Altstadt_&_Neustadt_Nord,"Wohn- und Geschäftshaus
Pfeilstr. 20, 50672 Köln - Altstadt-Nord 
Errichtet: um 1870 

•	drei Geschosse
•	drei Achsen 
•	Putz- und Stuckfassade
•	Stil: Klassizismus

Fassade
Das Haus zeichnet sich aus durch die klare Gliederung der Fassaden mit handwerklich qualitätvollen Schmuckdetails.
 
Die ursprüngliche Konzeption als Doppelhaus ist an der Gleichheit der Geschoßhöhe, der Fassadengliederung (Fenstergesimse, Verzierung des Kranzgesimses mit Konsolen und Rosetten) sowie durch die Hausaufteilung im Inneren (Vorhaus mit Anbau) erkennbar. Das Erdgeschoss des Hauses Nr. 20 ist in originaler Form bewahrt, bei Nr. 18 weisen die Fenster der beiden Obergeschosse die ursprüngliche Höhe auf, die beim Nebenhaus durch die noch vorhandenen Stuckrahmungen ebenfalls angedeutet wird.

Inneres
Im Inneren sind bei beiden Häusern die originale Holztreppe mit Holzgeländer und Antrittspfosten erhaltenswert.
Die Objekte zählen zu den wenigen, noch erhaltenen Häusern des vorigen Jahrhunderts in diesem Abschnitt der Pfeilstraße (zwischen Mittelstr. (Altstadt-Nord) und Ehrenstr.). Dokument für die ursprüngliche Bebauung der vom Dombaumeister Johann Peter Weyer (1794-1864) in der ersten Hälfte des 19. Jahrhunderts neu angelegten Pfeilstraße innerhalb des mittelalterlichen Mauerrings.
Das o. g. Objekt ist ein Baudenkmal im Sinne von § 2 Abs. 1 und 2 des Denkmalschutzgesetzes (DSchG NW). Das für die Qualifizierung als Baudenkmal notwendige öffentliche Interesse ist gegeben, da dieses Denkmal sowohl bedeutend für die Geschichte des Menschen und für Städte und Siedlungen ist als auch künstlerische, wissenschaftliche und städtebauliche Gründe für seine Erhaltung und Nutzung vorliegen.
Das Denkmal hat die Nummer 962 und ist seit dem 28. Januar 1982 geschützt.","Das hier angebotene Luxusapartment besticht zum einen durch seine klassizistische denkmalgeschützte  Außenfassade sowie zum anderen durch seine moderne Aufteilung sowie Einrichtung. Angefangen vom perfekt aufgeteilten Wohnraum mit Parkettboden, Wandfarbe und Tapete von Farrow&Ball, Multifunktionsmöbeln sowie Bulthaupt Einbauküche inkl. Porzellan und Besteck, über das Luxus Granitbadezimmer mit bodengleicher Regendusche Hightech WC mit Geruchsabsaugung bis hin zu den kleinen Details wie FlatTV inkl. Netflix, Sky, AmazonPrime, Sonos Multiroomlautsprechern, 250Mbit Wlan Internetanschluß, Dyson Supersonic Haartrockner und vieles mehr",,,,,,May19
